nl,code
"default as an empty list and help as an string 'Locale(s) to process (e.g. de_AT). Default is to process all. Can be used multiple times.'. call the method parser.add_argument with string '--exclude', string '-x', dest set to string 'exclude', action set to string 'append',","parser . add_argument ( '--exclude' , '-x' , dest = 'exclude' , action = 'append' , default = [ ] , help = 'Locales to exclude. Default is none. Can be used multiple times.' )"
default as an empty list and help as an string 'Locales to exclude. Default is none. Can be used multiple times.'. define the handle method with self class instance and dictionary **options as arguments.,"def handle ( self , ** options ) :"
"get the value under the key 'locale' of the options dictionary, substitute it for locale.",locale = options . get ( 'locale' )
"get the value under the key 'exclude' of the options dictionary, substitute it for exclude.",exclude = options . get ( 'exclude' )
"get the value under the key 'exclude' of the options dictionary, convert it to an integer, substitute it for exclude.",self . verbosity = int ( options . get ( 'verbosity' ) )
"if evaluation of the function find_command with self.program as argument equals to None,",if find_command ( self . program ) is None :
"raise CommandError exception, with sring ""Can't find %s. Make sure you have GNU gettext tools 0.15 or newer installed."" as argument, substitute '%s' with self.program.","raise CommandError ( ""Can't find %s. Make sure you have GNU gettext "" ""tools 0.15 or newer installed."" % self . program )"
"basedirs is a list containing tuple with strings, 'conf/locale' and 'locale'.","basedirs = [ os . path . join ( 'conf' , 'locale' ) , 'locale' ]"
if value under the 'DJANGO_SETTINGS_MODULE' key of os.environ dictionary exists.,if os . environ . get ( 'DJANGO_SETTINGS_MODULE' ) :
from django.conf import settings into default name space.,from django . conf import settings
"call function update with path as the argument, for every path in settings.LOCALE_PATHS, extend basedirs list with previous items.",basedirs . extend ( [ upath ( path ) for path in settings . LOCALE_PATHS ] )
"create a list out of basedir elements for which function os.path.isdir returns true, apply the os.path.abspath function on every element, and put the results in a list, basedir is set of previous list elements.","basedirs = set ( map ( os . path . abspath , filter ( os . path . isdir , basedirs ) ) )"
"if basedirs is empty,",if not basedirs :
"raise CommandError exception with string ""This script should be run from the Django Git checkout or your project or app tree, or with the settings module specified."", as argument.","raise CommandError ( ""This script should be run from the Django Git "" ""checkout or your project or app tree, or with "" ""the settings module specified."" )"
all_locales is an empty string.,all_locales = [ ]
"for every basedir in basedirs,",for basedir in basedirs :
"locale_dirs is a list of elements from the list of path names that maths the basedir path with '/*' wild card characters for which call to the os.path.isdir returned true, assign it to locale_dirs.","locale_dirs = filter ( os . path . isdir , glob . glob ( '%s/*' % basedir ) )"
extend all_locales list with the elements of locale_dirs list on which os.path.basename function was applied.,"all_locales . extend ( map ( os . path . basename , locale_dirs ) )"
"take locale or all_locales, whichever is not empty, respectively, and substitute it for locales.",locales = locale or all_locales
locales is relative complement of set exclude in set locales.,locales = set ( locales ) - set ( exclude )
"for every basedir in basedirs,",for basedir in basedirs :
"if locales in not empty,",if locales :
"join basedir, l and string 'LC_MESSAGES' into a path separated by '/' for every l in locales, assign the list to dirs.","dirs = [ os . path . join ( basedir , l , 'LC_MESSAGES' ) for l in locales ]"
"if not,",else :
dirs is a list containing basedir.,dirs = [ basedir ]
locations is an empty list.,locations = [ ]
"for every ldir in dirs,",for ldir in dirs :
"for dirpath, dirnames and filenames, respectively, in directory tree tuple starting from the ldir,","for dirpath , dirnames , filenames in os . walk ( ldir ) :"
"extend locations with tuple containing dirpath and f, for every f in filenames, only if it ends with string '.po'.","locations . extend ( ( dirpath , f ) for f in filenames if f . endswith ( '.po' ) )"
"if locations is not empty,",if locations :
"call the self.compile_messages with locations as argument,",self . compile_messages ( locations )
define compile_messages method with self class instance and locations as a arguments.,"def compile_messages ( self , locations ) :"
"for every i and tuple containing dirpath and f, in enumerated list of locations,","for i , ( dirpath , f ) in enumerate ( locations ) :"
"if self.verbosity is greater than integer 0,",if self . verbosity > 0 :
"call the self.stdout.write method with string 'processing file %s in %s\n' as argument, replacing all the occurrences of '%s' with f and dirpath, respectively.","self . stdout . write ( 'processing file %s in %s\n' % ( f , dirpath ) )"
po_path is a string containing joined directory path from dirpath and f.,"po_path = os . path . join ( dirpath , f )"
evaluate function has_bom with po_path as argument.,if has_bom ( po_path ) :
"raise CommandError exception with string ""The %s file has a BOM (Byte Order Mark). Django only supports .po files encoded in UTF-8 and without any BOM."", with '%s' replaced with po_path, as argument.","raise CommandError ( ""The %s file has a BOM (Byte Order Mark). "" ""Django only supports .po files encoded in "" ""UTF-8 and without any BOM."" % po_path )"
"call os.path.splitext function with po_path as argument, substitute the first element of the result for base_path.",base_path = os . path . splitext ( po_path ) [ 0 ]
if i equals to integer 0 and,if i == 0 and not is_writable ( npath ( base_path + '.mo' ) ) :
"call the self.stderr.write, with string ""The po files under %s are in a seemingly not writable location. mo files will not be updated/created."" as argument, with '%s' replaced by dirpath.","self . stderr . write ( ""The po files under %s are in a seemingly not writable location. "" ""mo files will not be updated/created."" % dirpath )"
return nothing.,return
"extend self.program list with self.program_options, string '-o',","args = [ self . program ] + self . program_options + [ '-o' , npath ( base_path + '.mo' ) , npath ( base_path + '.po' ) ]"
"return value of the npath function with string '.mo' appended to the base_path as argument, and return value of the npath function with string '.po' appended to the base_path as argument, substitute it for args. call the popen_wrapper with args as the argument, assign the result to the output, errors and status, respectively.","output , errors , status = popen_wrapper ( args )"
"if status is True,",if status :
"if errors is True,",if errors :
"msg is a string ""Execution of %s failed: %s"", with '%s' replaced by self.program and errors.","msg = ""Execution of %s failed: %s"" % ( self . program , errors )"
